FlowId,SrcIP,DstIP,SrcPort,DstPort,Protocol,TxPackets,RxPackets,TxBytes,RxBytes,Duration,Throughput,PacketLoss,Delay,Jitter,District,TrafficType,Label
42,192.168.50.14,192.168.11.2,49153,9511,17,2,0,120,0,-56.4,0,1,0,0,Unknown,Attack,1
43,192.168.50.20,192.168.20.2,49154,443,17,3,0,276,0,-56.5,0,1,0,0,Unknown,Attack,1
44,192.168.50.15,192.168.11.3,49153,9511,17,2,0,120,0,-56.6,0,1,0,0,Unknown,Attack,1
45,192.168.50.8,192.168.11.4,49155,9511,17,2,0,120,0,-56.8,0,1,0,0,Unknown,Attack,1
46,192.168.50.9,192.168.11.5,49154,9511,17,2,0,120,0,-57,0,1,0,0,Unknown,Attack,1
47,192.168.50.9,192.168.50.3,49155,10001,17,400,0,216000,0,-58,0,1,0,0,Unknown,Attack,1
48,192.168.50.21,192.168.30.2,49154,21,17,3,0,276,0,-60,0,1,0,0,Unknown,Attack,1
49,192.168.10.10,192.168.50.2,49153,8101,17,30,0,16200,0,-60,0,1,0,0,Hospital,Emergency,0
50,192.168.10.10,192.168.20.2,49154,8102,17,30,30,31560,31560,29.002,8705.6,0,0.00297391,0.000908348,Hospital,Emergency,0
51,192.168.50.22,192.168.30.2,49154,22,17,3,0,276,0,-60.5,0,1,0,0,Unknown,Attack,1
52,192.168.50.10,192.168.50.4,49154,10002,17,400,0,216000,0,-61,0,1,0,0,Unknown,Attack,1
53,192.168.50.23,192.168.30.2,49154,80,17,3,0,276,0,-61,0,1,0,0,Unknown,Attack,1
54,192.168.50.24,192.168.30.2,49154,443,17,3,0,276,0,-61.5,0,1,0,0,Unknown,Attack,1
55,192.168.50.11,192.168.50.5,49154,10003,17,400,0,216000,0,-64,0,1,0,0,Unknown,Attack,1
56,192.168.50.10,192.168.21.1,49155,9521,17,2,0,120,0,-66.2,0,1,0,0,Unknown,Attack,1
57,192.168.50.11,192.168.21.2,49155,9521,17,2,0,120,0,-66.4,0,1,0,0,Unknown,Attack,1
58,192.168.50.12,192.168.21.3,49154,9521,17,2,0,120,0,-66.6,0,1,0,0,Unknown,Attack,1
59,192.168.50.13,192.168.21.4,49154,9521,17,2,0,120,0,-66.8,0,1,0,0,Unknown,Attack,1
60,192.168.50.12,192.168.50.6,49155,10004,17,400,0,216000,0,-67,0,1,0,0,Unknown,Attack,1
61,192.168.50.14,192.168.21.5,49154,9521,17,2,0,120,0,-67,0,1,0,0,Unknown,Attack,1
62,192.168.50.13,192.168.50.7,49155,10005,17,400,0,216000,0,-70,0,1,0,0,Unknown,Attack,1
63,192.168.50.20,10.0.0.1,49155,8700,17,50,0,14200,0,-70,0,1,0,0,Unknown,Attack,1
64,192.168.50.20,10.0.0.1,49156,8950,17,100,0,28400,0,-70,0,1,0,0,Unknown,Attack,1
65,192.168.50.21,10.0.0.1,49155,8950,17,100,0,28400,0,-72,0,1,0,0,Unknown,Attack,1
66,192.168.50.22,10.0.0.1,49155,8950,17,100,0,28400,0,-74,0,1,0,0,Unknown,Attack,1
67,192.168.50.20,192.168.10.2,49157,9700,17,1000,0,60000,0,-75,0,1,0,0,Unknown,Attack,1
68,192.168.50.21,192.168.10.3,49156,9701,17,1000,0,60000,0,-75,0,1,0,0,Unknown,Attack,1
69,192.168.50.22,192.168.10.4,49156,9702,17,1000,0,60000,0,-75,0,1,0,0,Unknown,Attack,1
70,192.168.50.23,192.168.10.5,49155,9703,17,1000,0,60000,0,-75,0,1,0,0,Unknown,Attack,1
71,192.168.4.4,192.168.10.4,49153,8750,17,150,150,157800,157800,14.9032,84706.6,0,0.00324891,4.70081e-05,University-Research,Attack,1
72,192.168.50.8,192.168.10.2,49156,9200,17,500,0,78000,0,-80,0,1,0,0,Unknown,Attack,1
73,192.168.50.8,10.0.0.1,49157,8950,17,100,0,28400,0,-80,0,1,0,0,Unknown,Attack,1
74,192.168.50.9,192.168.10.2,49156,9200,17,500,0,78000,0,-80,0,1,0,0,Unknown,Attack,1
75,192.168.50.10,192.168.10.2,49156,9200,17,500,0,78000,0,-80,0,1,0,0,Unknown,Attack,1
76,192.168.50.9,10.0.0.1,49157,8950,17,100,0,28400,0,-82,0,1,0,0,Unknown,Attack,1
77,192.168.50.10,10.0.0.1,49157,8950,17,100,0,28400,0,-84,0,1,0,0,Unknown,Attack,1
78,192.168.50.9,192.168.20.2,49158,9201,17,500,0,78000,0,-85,0,1,0,0,Unknown,Attack,1
79,192.168.50.10,192.168.20.2,49158,9201,17,500,0,78000,0,-85,0,1,0,0,Unknown,Attack,1
80,192.168.50.11,192.168.20.2,49156,9201,17,500,0,78000,0,-85,0,1,0,0,Unknown,Attack,1
81,192.168.50.2,10.0.0.1,49153,8950,17,100,0,28400,0,-90,0,1,0,0,Unknown,Attack,1
82,192.168.50.2,192.168.10.2,49154,9800,17,500,0,142000,0,-90,0,1,0,0,Unknown,Attack,1
83,192.168.50.3,192.168.10.2,49153,9800,17,500,0,142000,0,-90,0,1,0,0,Unknown,Attack,1
84,192.168.50.4,192.168.10.2,49153,9800,17,500,0,142000,0,-90,0,1,0,0,Unknown,Attack,1
85,192.168.50.8,192.168.21.2,49158,8900,17,400,0,113600,0,-90,0,1,0,0,Unknown,Attack,1
86,192.168.50.10,192.168.30.2,49159,9202,17,500,0,78000,0,-90,0,1,0,0,Unknown,Attack,1
87,192.168.50.11,192.168.30.2,49157,9202,17,500,0,78000,0,-90,0,1,0,0,Unknown,Attack,1
88,192.168.50.12,192.168.30.2,49156,9202,17,500,0,78000,0,-90,0,1,0,0,Unknown,Attack,1
89,192.168.50.3,10.0.0.1,49154,8950,17,100,0,28400,0,-92,0,1,0,0,Unknown,Attack,1
90,192.168.50.9,192.168.21.3,49159,8901,17,400,0,113600,0,-92,0,1,0,0,Unknown,Attack,1
91,192.168.50.4,10.0.0.1,49154,8950,17,100,0,28400,0,-94,0,1,0,0,Unknown,Attack,1
92,192.168.50.10,192.168.21.4,49160,8902,17,400,0,113600,0,-94,0,1,0,0,Unknown,Attack,1
93,192.168.50.21,192.168.2.7,49157,8701,17,100,0,54000,0,-95,0,1,0,0,Unknown,Attack,1
94,192.168.50.11,192.168.21.5,49158,8903,17,400,0,113600,0,-96,0,1,0,0,Unknown,Attack,1
95,192.168.50.12,192.168.21.6,49157,8904,17,400,0,113600,0,-98,0,1,0,0,Unknown,Attack,1
96,192.168.4.2,192.168.10.3,49153,9900,17,300,300,622800,622800,29.9037,166615,0,0.00638985,0.0025985,University-Research,Attack,1
97,192.168.50.5,192.168.20.2,49153,9801,17,500,0,142000,0,-100,0,1,0,0,Unknown,Attack,1
98,192.168.50.6,192.168.20.2,49153,9801,17,500,0,142000,0,-100,0,1,0,0,Unknown,Attack,1
99,192.168.50.7,192.168.20.2,49153,9801,17,500,0,142000,0,-100,0,1,0,0,Unknown,Attack,1
100,192.168.50.13,192.168.21.7,49156,8905,17,400,0,113600,0,-100,0,1,0,0,Unknown,Attack,1
101,192.168.11.2,192.168.10.2,49153,9000,17,200,200,108000,108000,9.951,86825.4,0,0.00104191,4.02171e-05,Hospital,Attack,1
102,192.168.4.3,192.168.10.3,49153,9901,17,300,300,622800,622800,29.9055,166605,0,0.00902648,0.00313284,University-Research,Attack,1
103,192.168.11.3,192.168.10.2,49153,9001,17,200,200,108000,108000,9.951,86825.4,0,0.00175498,0.000333443,Hospital,Attack,1
104,192.168.4.4,192.168.10.3,49154,9902,17,300,300,622800,622800,29.9049,166608,0,0.00933251,0.00333705,University-Research,Attack,1
105,192.168.4.5,192.168.10.3,49153,9903,17,300,300,622800,622800,29.9037,166615,0,0.00992879,0.00395986,University-Research,Attack,1
106,192.168.11.4,192.168.10.2,49153,9002,17,200,200,108000,108000,9.951,86825.4,0,0.0017977,0.000414644,Hospital,Attack,1
107,192.168.4.6,192.168.10.3,49153,9904,17,300,300,622800,622800,29.9043,166611,0,0.00979259,0.00407785,University-Research,Attack,1
108,192.168.11.5,192.168.10.2,49153,9003,17,200,200,108000,108000,9.951,86825.4,0,0.00184734,0.00051232,Hospital,Attack,1
109,192.168.2.8,192.168.30.3,49153,8800,17,300,300,162000,162000,5.99293,216255,0,0.00873851,0.000876529,Office,Attack,1
110,192.168.4.2,192.168.10.3,49154,9905,17,300,300,622800,622800,29.9038,166614,0,0.0113073,0.00335533,University-Research,Attack,1
111,192.168.50.2,192.168.30.2,49155,9802,17,500,0,142000,0,-110,0,1,0,0,Unknown,Attack,1
112,192.168.50.3,192.168.30.2,49155,9802,17,500,0,142000,0,-110,0,1,0,0,Unknown,Attack,1
113,192.168.50.4,192.168.30.2,49155,9802,17,500,0,142000,0,-110,0,1,0,0,Unknown,Attack,1
114,192.168.2.9,192.168.30.4,49153,8801,17,300,300,162000,162000,5.98781,216440,0,0.0104393,0.00167802,Office,Attack,1
115,192.168.4.3,192.168.10.3,49154,9906,17,280,280,581280,581280,27.9071,166633,0,0.0126289,0.00293728,University-Research,Attack,1
116,192.168.11.6,192.168.10.2,49153,9004,17,200,200,108000,108000,9.951,86825.4,0,0.00194493,0.000540002,Hospital,Attack,1
117,192.168.2.10,192.168.30.5,49153,8802,17,300,300,162000,162000,5.98781,216440,0,0.0101926,0.00160057,Office,Attack,1
118,192.168.4.4,192.168.10.3,49155,9907,17,260,260,539760,539760,25.9083,166668,0,0.0133019,0.00257574,University-Research,Attack,1
119,192.168.11.7,192.168.10.2,49153,9005,17,200,200,108000,108000,9.951,86825.4,0,0.00172555,0.00028993,Hospital,Attack,1
120,192.168.2.11,192.168.30.6,49153,8803,17,300,300,162000,162000,5.98781,216440,0,0.0100586,0.000875781,Office,Attack,1
121,192.168.2.10,192.168.30.3,49154,10100,17,1000,708,1052000,744816,21.4659,277582,0.292,0.363974,0.00979551,Office,Attack,1
122,192.168.30.7,10.0.0.1,49153,9100,17,500,500,526000,526000,4.9908,843151,0,0.00098317,0.000342315,Finance,Attack,1
123,192.168.2.6,10.0.0.2,49153,8702,17,200,200,210400,210400,4.98341,337761,0,0.00741823,0.000553824,Office,Attack,1
124,192.168.2.8,192.168.30.5,49154,10300,17,2000,1693,568000,480812,21.317,180443,0.1535,1.20156,0.00904302,Office,Attack,1
125,192.168.2.9,192.168.30.5,49154,10300,17,2000,1684,568000,478256,21.253,180024,0.158,1.18322,0.00890805,Office,Attack,1
126,192.168.2.10,192.168.30.5,49155,10300,17,2000,1454,568000,412936,21.2449,155496,0.273,1.33726,0.0106983,Office,Attack,1
127,192.168.2.11,192.168.30.5,49154,10300,17,2000,1658,568000,470872,21.3573,176379,0.171,1.1811,0.00930412,Office,Attack,1
128,192.168.2.12,192.168.30.5,49153,10300,17,2000,1721,568000,488764,21.1969,184466,0.1395,1.1215,0.00860237,Office,Attack,1
129,192.168.2.13,192.168.30.5,49153,10300,17,2000,1642,568000,466328,21.3304,174897,0.179,1.21058,0.00919226,Office,Attack,1
